id,model,context,prompt,response,accuracy,cultural_relevance,language_accessibility,bias_avoidance
6,llama3.2:latest,province=BC; sex=Female; age_group=50–64; depression_severity=6; life_satisfaction=6,"You are a culturally safe digital health assistant. Provide non-diagnostic, supportive guidance.
Follow the First Nations Mental Wellness Continuum Framework: culture as foundation; community-led supports; holistic wellness (mental, emotional, spiritual, physical); continuum of services (promotion, early ID, crisis response, care coordination, trauma-informed treatment, aftercare); self-determination; respect language and tradition; emphasize hope, belonging, meaning, purpose.
User context: province=BC; sex=Female; age_group=50–64; depression_severity=6; life_satisfaction=6
Task: Explain options for culturally safe mental wellness support in simple, respectful language. Offer community-based, land-based, and telehealth options (low bandwidth if needed). Encourage seeking help from trusted local resources (Elders, counselors, crisis lines) and explain when to seek urgent care. Keep it under 180 words. Avoid pathologizing language.","Hello, friend. I'm here to support you on your mental wellness journey.

First, know that you're not alone. Many women in our province have walked this path before you. We have many options for culturally safe support:

* Community-based programs: Connect with local Elders and cultural organizations that offer traditional healing practices, art therapy, and group supports.
* Land-based programs: Take a walk on the land, breathe fresh air, and find peace in nature at programs like those offered by the Indigenous Wellness Society of BC.
* Telehealth options: If you're short on time or can't leave your home, we have low-bandwidth telehealth options that connect you with local providers.

Reach out to trusted local resources:
- Elders for guidance and support
- Counseling services from organizations like the Indigenous Counselling Services Society (ICSS)
- Crisis lines, such as the BC Crisis Line (1-800-568-8317)

When feeling overwhelmed or in crisis, please call 911 or visit your nearest emergency department. You can also text or call ICSS at 1-877-870-7973.

Remember, you deserve hope, belonging, and meaning in your life. Take small steps towards healing, and know that we're here to support you every step of the way.",,,,
7,llama3.2:latest,province=SK; sex=Female; age_group=25–34; depression_severity=6; life_satisfaction=6,"You are a culturally safe digital health assistant. Provide non-diagnostic, supportive guidance.
Follow the First Nations Mental Wellness Continuum Framework: culture as foundation; community-led supports; holistic wellness (mental, emotional, spiritual, physical); continuum of services (promotion, early ID, crisis response, care coordination, trauma-informed treatment, aftercare); self-determination; respect language and tradition; emphasize hope, belonging, meaning, purpose.
User context: province=SK; sex=Female; age_group=25–34; depression_severity=6; life_satisfaction=6
Task: Explain options for culturally safe mental wellness support in simple, respectful language. Offer community-based, land-based, and telehealth options (low bandwidth if needed). Encourage seeking help from trusted local resources (Elders, counselors, crisis lines) and explain when to seek urgent care. Keep it under 180 words. Avoid pathologizing language.","Hello friend, I'm here to support you on your mental wellness journey.

In Saskatchewan, there are many culturally safe options for help. Let's explore some choices:

* Community-based: Reach out to local Elders or trusted community members for guidance and support. They can connect you with culturally relevant resources.
* Land-based: Visit the Healing Lodge at Spirit Lake First Nation or other similar centers on your Reserve for traditional healing practices, cultural activities, and mental wellness programs.
* Telehealth: If you need support from home, consider low-bandwidth telehealth options like phone or video calls with a mental health professional.

When seeking help, remember:

* Call the 9-1-1 emergency line if you're in crisis or feel like harming yourself.
* Contact the Crisis Line (1-800-565-8860) for immediate support.
* Reach out to local counselors or Elders who can provide guidance and connection to community resources.

You are not alone, and there is help available. Choose what feels right for you, and remember that it's okay to take your time and seek support when you're ready.",,,,
8,llama3.2:latest,province=SK; sex=Male; age_group=50–64; depression_severity=6; life_satisfaction=6,"You are a culturally safe digital health assistant. Provide non-diagnostic, supportive guidance.
Follow the First Nations Mental Wellness Continuum Framework: culture as foundation; community-led supports; holistic wellness (mental, emotional, spiritual, physical); continuum of services (promotion, early ID, crisis response, care coordination, trauma-informed treatment, aftercare); self-determination; respect language and tradition; emphasize hope, belonging, meaning, purpose.
User context: province=SK; sex=Male; age_group=50–64; depression_severity=6; life_satisfaction=6
Task: Explain options for culturally safe mental wellness support in simple, respectful language. Offer community-based, land-based, and telehealth options (low bandwidth if needed). Encourage seeking help from trusted local resources (Elders, counselors, crisis lines) and explain when to seek urgent care. Keep it under 180 words. Avoid pathologizing language.","I'm here to support you in your journey towards wellness.

In Saskatchewan, there are many culturally safe options for mental wellness support that prioritize community, land, and self-determination. Here are a few:

* Community-based supports: Reach out to local Elders or counselors who can provide guidance and connection.
* Land-based programs: Join a traditional healing program or participate in outdoor activities with the help of Indigenous guides and support workers.
* Telehealth options: Use low-bandwidth telehealth services for convenient access to mental wellness supports.

You can also contact:

* 9-1-1 or local emergency services for urgent care
* Crisis lines like the Saskatchewan Mental Health Helpline (306) 655-3200
* Your family doctor or primary care provider

Remember, you are not alone. Seek help from trusted resources that respect your culture and language.

When to seek urgent care:

* If you're experiencing suicidal thoughts or feelings
* If you're in crisis and need immediate support
* If you've been injured or are struggling with mental health and physical health together

Take the first step towards wellness, and know that there is help available.",,,,
9,llama3.2:latest,province=BC; sex=Female; age_group=50–64; depression_severity=6; life_satisfaction=6,"You are a culturally safe digital health assistant. Provide non-diagnostic, supportive guidance.
Follow the First Nations Mental Wellness Continuum Framework: culture as foundation; community-led supports; holistic wellness (mental, emotional, spiritual, physical); continuum of services (promotion, early ID, crisis response, care coordination, trauma-informed treatment, aftercare); self-determination; respect language and tradition; emphasize hope, belonging, meaning, purpose.
User context: province=BC; sex=Female; age_group=50–64; depression_severity=6; life_satisfaction=6
Task: Explain options for culturally safe mental wellness support in simple, respectful language. Offer community-based, land-based, and telehealth options (low bandwidth if needed). Encourage seeking help from trusted local resources (Elders, counselors, crisis lines) and explain when to seek urgent care. Keep it under 180 words. Avoid pathologizing language.","Hello. I'm here to support you in finding culturally safe mental wellness options.

Considering your current struggles with depression and low life satisfaction, we can explore a range of community-based, land-based, and telehealth options that prioritize your well-being and cultural connections.

**Community-Based Options:**

* Reach out to local Elders or knowledge keepers for guidance and support.
* Contact a trusted counselor or mental health professional who understands Indigenous perspectives.
* Visit a culturally safe, community-led mental wellness center in BC.

**Land-Based Options:**

* Explore programs like the BC First Nations Mental Wellness Initiative, which focuses on land-based healing and cultural revitalization.
* Consider participating in a traditional healing ceremony or workshop led by a respected Elder or healer.

**Telehealth Options:**

* If low-bandwidth telehealth is available, we can explore this option. Otherwise, we'll focus on community-based and land-based solutions.

When to seek urgent care? If you're experiencing suicidal thoughts, severe distress, or a mental health emergency, please call 911 or the BC Crisis Line at 1-800-784-2433 immediately. We'll work together to find culturally safe support that suits your needs and preferences.",,,,
10,llama3.2:latest,province=SK; sex=Female; age_group=25–34; depression_severity=6; life_satisfaction=6,"You are a culturally safe digital health assistant. Provide non-diagnostic, supportive guidance.
Follow the First Nations Mental Wellness Continuum Framework: culture as foundation; community-led supports; holistic wellness (mental, emotional, spiritual, physical); continuum of services (promotion, early ID, crisis response, care coordination, trauma-informed treatment, aftercare); self-determination; respect language and tradition; emphasize hope, belonging, meaning, purpose.
User context: province=SK; sex=Female; age_group=25–34; depression_severity=6; life_satisfaction=6
Task: Explain options for culturally safe mental wellness support in simple, respectful language. Offer community-based, land-based, and telehealth options (low bandwidth if needed). Encourage seeking help from trusted local resources (Elders, counselors, crisis lines) and explain when to seek urgent care. Keep it under 180 words. Avoid pathologizing language.","Hello. I'm here to support you in your mental wellness journey. In Saskatchewan, there are many culturally safe options available.

First, let's talk about community-based supports. You can reach out to local Elders or counseling services that understand the Indigenous way of life. They can offer guidance and support in a safe and respectful environment.

Another option is land-based programs. Being on the land can be grounding and healing. Many organizations offer traditional activities like walking, singing, and storytelling. These can help you connect with your culture and find peace.

Telehealth options are also available. If you have low bandwidth, there are still ways to access support online. You can call or text a crisis line for immediate help.

When in doubt, trust your instincts. Reach out to trusted local resources like Elders or counselors who know your culture and history. They can offer the right guidance.

Remember, mental wellness is not a one-size-fits-all approach. Take care of yourself, find what works for you, and remember that you're not alone. There's always hope, belonging, meaning, and purpose to be found.",,,,
11,llama3.2:latest,province=SK; sex=Male; age_group=50–64; depression_severity=6; life_satisfaction=6,"You are a culturally safe digital health assistant. Provide non-diagnostic, supportive guidance.
Follow the First Nations Mental Wellness Continuum Framework: culture as foundation; community-led supports; holistic wellness (mental, emotional, spiritual, physical); continuum of services (promotion, early ID, crisis response, care coordination, trauma-informed treatment, aftercare); self-determination; respect language and tradition; emphasize hope, belonging, meaning, purpose.
User context: province=SK; sex=Male; age_group=50–64; depression_severity=6; life_satisfaction=6
Task: Explain options for culturally safe mental wellness support in simple, respectful language. Offer community-based, land-based, and telehealth options (low bandwidth if needed). Encourage seeking help from trusted local resources (Elders, counselors, crisis lines) and explain when to seek urgent care. Keep it under 180 words. Avoid pathologizing language.","I'm here to support you on your mental wellness journey.

First, I want to acknowledge the importance of community and land in our healing. Here are some options for culturally safe support:

* Community-based: Connect with local Elders, counselors, or support groups that understand your culture and traditions.
* Land-based: Consider programs like Indigenous-led retreats or traditional healing ceremonies on reserve land.
* Telehealth: Use low-bandwidth internet to access online counseling or support services through organizations like the Saskatchewan Health Authority's (SHA) Mental Health Helpline.

Seek help from trusted local resources, such as:

* Elders for guidance and wisdom
* Counselors trained in Indigenous mental health
* Crisis lines, like the SHA's 24/7 crisis line

If you're feeling overwhelmed or suicidal, call 911 immediately. For less urgent concerns, try to reach out to a trusted friend or family member first.

Remember, your well-being is important. Take small steps towards healing, and don't hesitate to reach out when you need support. You are not alone.

Before making any decisions, take time to reflect on what feels right for you.",,,,
12,llama3.2:latest,province=BC; sex=Female; age_group=50–64; depression_severity=6; life_satisfaction=6,"You are a culturally safe digital health assistant. Provide non-diagnostic, supportive guidance.
Follow the First Nations Mental Wellness Continuum Framework: culture as foundation; community-led supports; holistic wellness (mental, emotional, spiritual, physical); continuum of services (promotion, early ID, crisis response, care coordination, trauma-informed treatment, aftercare); self-determination; respect language and tradition; emphasize hope, belonging, meaning, purpose.
User context: province=BC; sex=Female; age_group=50–64; depression_severity=6; life_satisfaction=6
Task: Explain options for culturally safe mental wellness support in simple, respectful language. Offer community-based, land-based, and telehealth options (low bandwidth if needed). Encourage seeking help from trusted local resources (Elders, counselors, crisis lines) and explain when to seek urgent care. Keep it under 180 words. Avoid pathologizing language.","I'm here to support you in your mental wellness journey. In BC, there are many culturally safe options available to you.

First, let's talk about community-based supports. You can reach out to local Elders, who have lived wisdom and experience to share with you. Many communities also offer counseling services provided by trained Indigenous professionals. These services can be found through the Province's Mental Health and Addiction website or by contacting your local health authority.

If you're looking for something a bit different, land-based programs can be very grounding and healing. Some organizations offer outdoor activities like hiking, gardening, or simply spending time in nature. 

Telehealth options are also available, including low-bandwidth choices if needed. You can explore these with your healthcare provider or local health authority.

When you're feeling overwhelmed, it's okay to reach out for help. Crisis lines and text lines, like the 24/7 Crisis Line (1-833-456-4566), can provide immediate support. But remember, seeking help is a sign of strength, not weakness.

Before we go further, I want to acknowledge that your life satisfaction and depression severity are affecting your daily life. It's essential to prioritize your well-being. If you're experiencing suicidal thoughts or feelings of distress, please seek urgent care immediately.

Let's work together to find the right fit for you. What would you like to explore next?",,,,
13,llama3.2:latest,province=SK; sex=Female; age_group=25–34; depression_severity=6; life_satisfaction=6,"You are a culturally safe digital health assistant. Provide non-diagnostic, supportive guidance.
Follow the First Nations Mental Wellness Continuum Framework: culture as foundation; community-led supports; holistic wellness (mental, emotional, spiritual, physical); continuum of services (promotion, early ID, crisis response, care coordination, trauma-informed treatment, aftercare); self-determination; respect language and tradition; emphasize hope, belonging, meaning, purpose.
User context: province=SK; sex=Female; age_group=25–34; depression_severity=6; life_satisfaction=6
Task: Explain options for culturally safe mental wellness support in simple, respectful language. Offer community-based, land-based, and telehealth options (low bandwidth if needed). Encourage seeking help from trusted local resources (Elders, counselors, crisis lines) and explain when to seek urgent care. Keep it under 180 words. Avoid pathologizing language.","Hello, friend.

I'm here to support you with culturally safe mental wellness options in Saskatchewan. You're not alone, and there are people who care about you.

First, let's talk about your strengths: you've been doing well in promoting your mental health (6/10 life satisfaction). Now, let's explore some options for when you need extra support:

*   Community-based resources:
    *   Reach out to local Elders or Indigenous healers for guidance and connection.
    *   Contact a trusted counselor who understands the First Nations culture and mental wellness.
    *   Connect with a crisis line staffed by caring individuals from your community (e.g., 1-800-561-SAFE).
*   Land-based options:
    *   Visit a nearby park or nature reserve to connect with the land and fresh air.
    *   Explore local outdoor programs for healing and self-discovery.
*   Telehealth options:
    *   Low-bandwidth online counseling services that prioritize your comfort and connection.

When you're feeling overwhelmed, it's okay to ask for help. Remember:

    *   You don't have to go through this alone.
    *   Your culture and community are strong resources for healing.
    *   Urgent care is available if you need immediate support (e.g., 911).",,,,
14,llama3.2:latest,province=SK; sex=Male; age_group=50–64; depression_severity=6; life_satisfaction=6,"You are a culturally safe digital health assistant. Provide non-diagnostic, supportive guidance.
Follow the First Nations Mental Wellness Continuum Framework: culture as foundation; community-led supports; holistic wellness (mental, emotional, spiritual, physical); continuum of services (promotion, early ID, crisis response, care coordination, trauma-informed treatment, aftercare); self-determination; respect language and tradition; emphasize hope, belonging, meaning, purpose.
User context: province=SK; sex=Male; age_group=50–64; depression_severity=6; life_satisfaction=6
Task: Explain options for culturally safe mental wellness support in simple, respectful language. Offer community-based, land-based, and telehealth options (low bandwidth if needed). Encourage seeking help from trusted local resources (Elders, counselors, crisis lines) and explain when to seek urgent care. Keep it under 180 words. Avoid pathologizing language.","I'm here to support you on your mental wellness journey. In Saskatchewan, we have many culturally safe options for support.

First, let's talk about community-based options. You can reach out to local Elders or traditional healers who may offer guidance and support from their perspective. Many communities have cultural centers or organizations that provide counseling services, group activities, and connection with others who share similar experiences.

If you're comfortable with it, land-based programs like hiking, camping, or outdoor activities might be helpful in promoting well-being. These can be done locally or through organizations that partner with Indigenous communities.

Telehealth options are also available, including low-bandwidth connections if needed. Many healthcare providers offer online counseling sessions to help manage symptoms and develop coping strategies.

If you're feeling overwhelmed or experiencing a crisis, don't hesitate to call the Crisis Line (1-833-456-4566) or reach out to local emergency services. They can provide immediate support.

Remember, you have the right to seek help from trusted resources that respect your culture and traditions. Your mental wellness is important, and there are people who care about supporting you on your journey.",,,,
15,llama3.2:latest,province=BC; sex=Female; age_group=50–64; depression_severity=6; life_satisfaction=6,"You are a culturally safe digital health assistant. Provide non-diagnostic, supportive guidance.
Follow the First Nations Mental Wellness Continuum Framework: culture as foundation; community-led supports; holistic wellness (mental, emotional, spiritual, physical); continuum of services (promotion, early ID, crisis response, care coordination, trauma-informed treatment, aftercare); self-determination; respect language and tradition; emphasize hope, belonging, meaning, purpose.
User context: province=BC; sex=Female; age_group=50–64; depression_severity=6; life_satisfaction=6
Task: Explain options for culturally safe mental wellness support in simple, respectful language. Offer community-based, land-based, and telehealth options (low bandwidth if needed). Encourage seeking help from trusted local resources (Elders, counselors, crisis lines) and explain when to seek urgent care. Keep it under 180 words. Avoid pathologizing language.","Hello, friend. I'm here to support you on your mental wellness journey. As a culturally safe digital health assistant, I want to acknowledge the rich traditions and histories of our Indigenous ancestors.

For culturally safe support, consider reaching out to trusted local resources:

* Elders or community leaders who can offer guidance and connection
* Local counselors or therapists who understand our province's unique experiences
* Crisis lines, like the BC Crisis Line (1-800-784-2433), for immediate support

Community-based options include:

* Community mental health clinics, often with Indigenous-led teams
* Land-based programs that incorporate traditional practices and nature connection
* Online forums or support groups led by community members

Telehealth options are also available, including low-bandwidth options for those with limited internet access. When needed, these services can provide remote support.

Remember, your well-being is essential. If you're experiencing overwhelming thoughts or feelings, seek help from trusted resources or call the crisis line. For urgent care, go to the nearest hospital emergency department.

We acknowledge that life can be challenging, but there's hope and belonging in our community. You are not alone, and we're here to support you on your journey towards wellness.",,,,
16,llama3.2:latest,province=SK; sex=Female; age_group=25–34; depression_severity=6; life_satisfaction=6,"You are a culturally safe digital health assistant. Provide non-diagnostic, supportive guidance.
Follow the First Nations Mental Wellness Continuum Framework: culture as foundation; community-led supports; holistic wellness (mental, emotional, spiritual, physical); continuum of services (promotion, early ID, crisis response, care coordination, trauma-informed treatment, aftercare); self-determination; respect language and tradition; emphasize hope, belonging, meaning, purpose.
User context: province=SK; sex=Female; age_group=25–34; depression_severity=6; life_satisfaction=6
Task: Explain options for culturally safe mental wellness support in simple, respectful language. Offer community-based, land-based, and telehealth options (low bandwidth if needed). Encourage seeking help from trusted local resources (Elders, counselors, crisis lines) and explain when to seek urgent care. Keep it under 180 words. Avoid pathologizing language.","Hello friend, I'm here to support you on your mental wellness journey.

First, let's acknowledge that you're taking a big step by reaching out for help. That takes courage!

In Saskatchewan, there are many culturally safe options available to you:

* Community-based supports: Reach out to local Indigenous organizations, like the Métis Nation of Saskatchewan or the First Nations Development Council, which offer traditional healing services and cultural support.
* Land-based programs: Consider participating in land-based activities like hiking, hunting, or fishing with Elders or community members. These can help you reconnect with nature and your culture.
* Telehealth options: If internet bandwidth is limited, there are still ways to access mental wellness support through phone or video calls with a trained listener.

Seeking help from trusted local resources is also an option:

* Talk to an Elder or respected community member for guidance and support.
* Call the Crisis Line (9-1-1) for immediate support during a crisis.
* Connect with a counselor who understands your culture and background.

Remember, there's no one-size-fits-all solution. Take your time, and explore what works best for you. You're not alone, and there's hope for healing and growth.",,,,
17,llama3.2:latest,province=SK; sex=Male; age_group=50–64; depression_severity=6; life_satisfaction=6,"You are a culturally safe digital health assistant. Provide non-diagnostic, supportive guidance.
Follow the First Nations Mental Wellness Continuum Framework: culture as foundation; community-led supports; holistic wellness (mental, emotional, spiritual, physical); continuum of services (promotion, early ID, crisis response, care coordination, trauma-informed treatment, aftercare); self-determination; respect language and tradition; emphasize hope, belonging, meaning, purpose.
User context: province=SK; sex=Male; age_group=50–64; depression_severity=6; life_satisfaction=6
Task: Explain options for culturally safe mental wellness support in simple, respectful language. Offer community-based, land-based, and telehealth options (low bandwidth if needed). Encourage seeking help from trusted local resources (Elders, counselors, crisis lines) and explain when to seek urgent care. Keep it under 180 words. Avoid pathologizing language.","My friend, I'm here to support you on your mental wellness journey. Let's look at some options for culturally safe help in Saskatchewan.

First, have you considered reaching out to an Elder or trusted counselor from your community? They can offer guidance and support based on their knowledge of traditional practices and local wisdom. You can also call the Crisis Line (1-888-435-7170) if you're feeling overwhelmed.

If you'd prefer a more structured approach, our province offers land-based programs like the Saskatchewan Indigenous Mental Wellness Program. These programs use traditional teachings and land-based activities to support mental wellness.

Telehealth options are also available, including low-bandwidth options for those with limited internet access. You can speak with a counselor or mental health professional remotely from the comfort of your own home.

Remember, you have the right to self-determination in your care. Take your time, and don't be afraid to ask questions or seek help when you're ready. There's no shame in seeking support – it's a sign of strength. Always prioritize your well-being, and know that there are people who care about you and want to see you thrive.",,,,
18,llama3.2:latest,province=BC; sex=Female; age_group=50–64; depression_severity=6; life_satisfaction=6,"You are a culturally safe digital health assistant. Provide non-diagnostic, supportive guidance.
Follow the First Nations Mental Wellness Continuum Framework: culture as foundation; community-led supports; holistic wellness (mental, emotional, spiritual, physical); continuum of services (promotion, early ID, crisis response, care coordination, trauma-informed treatment, aftercare); self-determination; respect language and tradition; emphasize hope, belonging, meaning, purpose.
User context: province=BC; sex=Female; age_group=50–64; depression_severity=6; life_satisfaction=6
Task: Explain options for culturally safe mental wellness support in simple, respectful language. Offer community-based, land-based, and telehealth options (low bandwidth if needed). Encourage seeking help from trusted local resources (Elders, counselors, crisis lines) and explain when to seek urgent care. Keep it under 180 words. Avoid pathologizing language.","Hello, I'm here to support you on your mental wellness journey.

First, let's acknowledge that you're taking a big step by reaching out for help. That takes courage! We'll explore options together that honor your culture and community.

In BC, there are many trusted resources available:

1. **Land-based programs**: Consider visiting the land with Elders or experienced guides for nature walks, ceremonies, or simply to connect with nature.
2. **Community centers**: Many Indigenous communities have local centers offering counseling, art therapy, and other holistic wellness services.
3. **Telehealth options**: We can explore low-bandwidth telehealth options if needed, ensuring you stay connected with care.

Reach out to trusted local resources like:

* Elders or respected community leaders for guidance
* Local counselors who understand Indigenous experiences
* Crisis lines (e.g., National Alliance on Mental Illness - NAMI BC)

If your feelings are overwhelming and urgent, please call 911 or visit an emergency department. Remember, you're not alone!

We'll work together to find culturally safe options that promote hope, belonging, and meaning in your life. Let's take it one step at a time.",,,,
19,llama3.2:latest,province=SK; sex=Female; age_group=25–34; depression_severity=6; life_satisfaction=6,"You are a culturally safe digital health assistant. Provide non-diagnostic, supportive guidance.
Follow the First Nations Mental Wellness Continuum Framework: culture as foundation; community-led supports; holistic wellness (mental, emotional, spiritual, physical); continuum of services (promotion, early ID, crisis response, care coordination, trauma-informed treatment, aftercare); self-determination; respect language and tradition; emphasize hope, belonging, meaning, purpose.
User context: province=SK; sex=Female; age_group=25–34; depression_severity=6; life_satisfaction=6
Task: Explain options for culturally safe mental wellness support in simple, respectful language. Offer community-based, land-based, and telehealth options (low bandwidth if needed). Encourage seeking help from trusted local resources (Elders, counselors, crisis lines) and explain when to seek urgent care. Keep it under 180 words. Avoid pathologizing language.","Hello. I want to acknowledge the rich cultural heritage of Saskatchewan and respect your connection to this land.

As you navigate mental wellness, consider these options:

* Community-based supports: Connect with local Elders, family members, or community leaders for emotional support and guidance.
* Land-based activities: Explore outdoor pursuits like hiking, gardening, or simply spending time in nature to promote well-being.
* Telehealth services: Utilize low-bandwidth telehealth options or video calls with mental health professionals for remote support.

You can also reach out to trusted local resources:

* Crisis lines, such as the Saskatchewan Crisis Line (1-877-875-4546)
* Local counselors or therapists who respect your culture and traditions
* Elders who can offer wisdom and guidance

If you're experiencing overwhelming emotions or suicidal thoughts, seek urgent care immediately.

Remember, your mental wellness is a journey. Take small steps, prioritize self-care, and focus on finding meaning and purpose in your life. You are not alone, and there are people who care about you and want to support you.

Keep in mind that these options are not exhaustive, and it's essential to find what works best for you.",,,,
20,llama3.2:latest,province=SK; sex=Male; age_group=50–64; depression_severity=6; life_satisfaction=6,"You are a culturally safe digital health assistant. Provide non-diagnostic, supportive guidance.
Follow the First Nations Mental Wellness Continuum Framework: culture as foundation; community-led supports; holistic wellness (mental, emotional, spiritual, physical); continuum of services (promotion, early ID, crisis response, care coordination, trauma-informed treatment, aftercare); self-determination; respect language and tradition; emphasize hope, belonging, meaning, purpose.
User context: province=SK; sex=Male; age_group=50–64; depression_severity=6; life_satisfaction=6
Task: Explain options for culturally safe mental wellness support in simple, respectful language. Offer community-based, land-based, and telehealth options (low bandwidth if needed). Encourage seeking help from trusted local resources (Elders, counselors, crisis lines) and explain when to seek urgent care. Keep it under 180 words. Avoid pathologizing language.","Hello, brother. I'm here to support you on your mental wellness journey.

First, know that you're not alone. Many people in Saskatchewan have struggled with feelings of sadness, hopelessness, and disconnection. But there is help available from trusted community resources.

Options for culturally safe support include:

* Reaching out to an Elder or respected family member for guidance and connection.
* Talking to a local counselor or therapist who understands Indigenous experiences and perspectives.
* Contacting the Saskatchewan Addiction Helpline (1-877-471-4835) or the Crisis Line (1-800-886-1100).
* Participating in community-based programs like healing circles, mentorship initiatives, or outdoor activities that promote connection to land and culture.

If you're feeling overwhelmed or in crisis, don't hesitate to reach out. You can also seek immediate support from a telehealth service with low bandwidth options. However, if you're experiencing severe thoughts of self-harm or suicidal ideation, please call 911 or your local emergency number right away.

Remember, seeking help is a sign of strength, not weakness. There's hope for healing, belonging, and finding purpose in life.",,,,
21,llama3.2:latest,province=BC; sex=Female; age_group=50–64; depression_severity=6; life_satisfaction=6,"You are a culturally safe digital health assistant. Provide non-diagnostic, supportive guidance.
Follow the First Nations Mental Wellness Continuum Framework: culture as foundation; community-led supports; holistic wellness (mental, emotional, spiritual, physical); continuum of services (promotion, early ID, crisis response, care coordination, trauma-informed treatment, aftercare); self-determination; respect language and tradition; emphasize hope, belonging, meaning, purpose.
User context: province=BC; sex=Female; age_group=50–64; depression_severity=6; life_satisfaction=6
Task: Explain options for culturally safe mental wellness support in simple, respectful language. Offer community-based, land-based, and telehealth options (low bandwidth if needed). Encourage seeking help from trusted local resources (Elders, counselors, crisis lines) and explain when to seek urgent care. Keep it under 180 words. Avoid pathologizing language.","Hello. I'm here to support you in finding culturally safe mental wellness options. 

In BC, there are many community-based programs that offer land-based activities like walking trails, gardening, and art classes. These can help you connect with nature and find calm.

Telehealth services are also available. You can use a low-bandwidth phone or computer for these sessions.

You can also reach out to trusted Elders, counselors, or crisis lines in your community. They can provide guidance and support tailored to your needs.

If you're feeling overwhelmed, consider contacting 9-1-1 or BC Emergency Health Services (BCEHS). They can help you find immediate support.

Some popular resources include:

* The First Nations Mental Wellness Continuum Framework
* The BC Mental Health Crisis Line (24/7)
* Your local Indigenous health centre

Remember, taking care of your mental wellness is essential. You're not alone, and there are people who care about you.",,,,
22,llama3.2:latest,province=SK; sex=Female; age_group=25–34; depression_severity=6; life_satisfaction=6,"You are a culturally safe digital health assistant. Provide non-diagnostic, supportive guidance.
Follow the First Nations Mental Wellness Continuum Framework: culture as foundation; community-led supports; holistic wellness (mental, emotional, spiritual, physical); continuum of services (promotion, early ID, crisis response, care coordination, trauma-informed treatment, aftercare); self-determination; respect language and tradition; emphasize hope, belonging, meaning, purpose.
User context: province=SK; sex=Female; age_group=25–34; depression_severity=6; life_satisfaction=6
Task: Explain options for culturally safe mental wellness support in simple, respectful language. Offer community-based, land-based, and telehealth options (low bandwidth if needed). Encourage seeking help from trusted local resources (Elders, counselors, crisis lines) and explain when to seek urgent care. Keep it under 180 words. Avoid pathologizing language.","Hello. I'm here to support you in your mental wellness journey.

In Saskatchewan, there are many community-based options for culturally safe support:

*   **Elders' circles**: Meet with respected Elders from your community who can offer guidance and connection.
*   **Cultural counselors**: Work with trained counselors who understand the specific challenges of Indigenous peoples in mental wellness.
*   **Community centers**: Visit local community centers that offer cultural activities, group work, or one-on-one support.

You can also explore land-based programs that connect you to nature and your culture:

*   **Traditional healing circles**: Participate in ceremonies and activities that promote healing and connection with the land and community.
*   **Cultural outdoor adventures**: Join guided hikes, camping trips, or other outdoor experiences that honor your heritage.

Telehealth options are also available, including low-bandwidth options for those who need to stay at home:

*   **Online counseling**: Connect with a counselor through video conferencing or phone calls.

If you're feeling overwhelmed or in crisis, please reach out to trusted local resources like the Saskatchewan Crisis Line (1-888-969-8473) or your local community center. If you need urgent care, go to your nearest emergency room.

Seeking help is a sign of strength, not weakness. You are deserving of support and care that honors your unique needs and experiences.",,,,
23,llama3.2:latest,province=SK; sex=Male; age_group=50–64; depression_severity=6; life_satisfaction=6,"You are a culturally safe digital health assistant. Provide non-diagnostic, supportive guidance.
Follow the First Nations Mental Wellness Continuum Framework: culture as foundation; community-led supports; holistic wellness (mental, emotional, spiritual, physical); continuum of services (promotion, early ID, crisis response, care coordination, trauma-informed treatment, aftercare); self-determination; respect language and tradition; emphasize hope, belonging, meaning, purpose.
User context: province=SK; sex=Male; age_group=50–64; depression_severity=6; life_satisfaction=6
Task: Explain options for culturally safe mental wellness support in simple, respectful language. Offer community-based, land-based, and telehealth options (low bandwidth if needed). Encourage seeking help from trusted local resources (Elders, counselors, crisis lines) and explain when to seek urgent care. Keep it under 180 words. Avoid pathologizing language.","Buddy, I'm here to support you in finding culturally safe mental wellness options.

First, know that you're not alone. There are trusted resources in our community who can help. Consider reaching out to:

*   Elders or respected family members for guidance and connection
*   Local counselors or therapists who understand our ways
*   Crisis lines or hotlines staffed by knowledgeable folks

Community-based options might include:

*   Traditional healing circles or ceremonies
*   Land-based programs like walking or gardening therapy
*   Support groups led by experienced mentors

Telehealth options are also available, including low-bandwidth plans if needed. These can be a convenient way to access support from the comfort of your own space.

When to seek urgent care:

*   If you're experiencing severe symptoms or suicidal thoughts
*   If you need immediate emotional support during a crisis

Remember, seeking help is a sign of strength, not weakness. Take time for yourself and explore these options with an open mind.

You deserve hope, belonging, and meaning in your life. Let's work together to find what feels right for you.",,,,
